CFOP;DESCRIÇÃO RESUMIDA [original];DESCRIÇÃO DETALHADA;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.122;6.122 - Venda de produção do estabelecimento remetida para industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente.;Classificam-se neste código as vendas de produtos industrializados no estabelecimento, remetidos para serem industrializados em outro estabelecimento, por conta e ordem do adquirente, sem que os produtos tenham transitado pelo estabelecimento do adquirente.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.123;6.123 - Venda de mercadoria adquirida ou recebida de terceiros remetida para industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente.;Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, remetidas para serem industrializadas em outro estabelecimento, por conta e ordem do adquirente, sem que as mercadorias tenham transitado pelo estabelecimento do adquirente.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.124;6.124 - Industrialização efetuada para outra empresa - Mercadorias.;Classificam-se neste código as saídas de mercadorias industrializadas para terceiros, compreendendo somente os valores das mercadorias de propriedade do industrializador empregadas no processo industrial.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.125;6.125 - Industrialização efetuada para outra empresa quando a mercadoria recebida para utilização no processo de industrialização não transitar pelo estabelecimento adquirente da mercadoria - Mercadorias.;Classificam-se neste código as saídas de mercadorias industrializadas para outras empresas, em que as mercadorias recebidas para utilização no processo de industrialização não tenham transitado pelo estabelecimento do adquirente das mercadorias, compreendendo somente os valores das mercadorias de propriedade do industrializador empregadas no processo industrial.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.126;6.126 - Industrialização efetuada para outra empresa - Serviços.;Classificam-se neste código as saídas de mercadorias industrializadas para terceiros, compreendendo somente os valores cobrados para realização do processo de industrialização, excluídas as mercadorias empregadas.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.127;6.127 - Industrialização efetuada para outra empresa quando a mercadoria recebida para utilização no processo de industrialização não transitar pelo estabelecimento adquirente da mercadoria - Serviços.;Classificam-se neste código as saídas de mercadorias industrializadas para outras empresas, em que as mercadorias recebidas para utilização no processo de industrialização não tenham transitado pelo estabelecimento do adquirente das mercadorias, compreendendo somente os valores cobrados para realização do processo de industrialização, excluídas as mercadorias empregadas.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.129;6.129 - Venda de insumo importado e de mercadoria industrializada sob o amparo do Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof-Sped).;Classificam-se neste código as vendas de insumos importados e de produtos industrializados pelo próprio estabelecimento sob amparo do Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof-Sped).;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.131;6.131 - Remessa de produção de estabelecimento, com previsão de posterior ajuste ou fixação de preço, de ato cooperativo.;Classificam-se neste código as saídas de produção de cooperativa, de estabelecimento de cooperado, com previsão de posterior ajuste ou fixação de preço.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.132;6.132 - Fixação de preço de produção do estabelecimento, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço ou fixação de preço, de ato cooperativo.;Classificam-se neste código a fixação de preço de produção do estabelecimento do produtor, inclusive quando cuja remessa anterior tenha sido classificada no código “6.131 - Remessa de produção de estabelecimento, com previsão de posterior ajuste ou fixação de preço, de ato cooperativo”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.150;6.150 - TRANSFERÊNCIAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.151;6.151 - Transferência de produção do estabelecimento;Classificam-se neste código os produtos industrializados ou produzidos pelo estabelecimento em transferência para outro estabelecimento da mesma empresa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.152;6.152 - Transferência de mercadoria adquirida ou recebida de terceiros.;Classificam-se neste código as mercadorias adquiridas ou recebidas de terceiros para industrialização, comercialização ou para utilização na prestação de serviços e que não tenham sido objeto de qualquer processo industrial no estabelecimento, transferidas para outro estabelecimento da mesma empresa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.153;6.153 - Transferência de energia elétrica.;Classificam-se neste código as transferências de energia elétrica para outro estabelecimento da mesma empresa, para distribuição.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.155;6.155 - Transferência de produção do estabelecimento, que não deva por ele transitar.;Classificam-se neste código as transferências para outro estabelecimento da mesma empresa, de produtos industrializados no estabelecimento que tenham sido remetidos para armazém geral, depósito fechado ou outro, sem que haja retorno ao estabelecimento depositante.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.156;6.156 - Transferência de mercadoria adquirida ou recebida de terceiros, que não deva por ele transitar.;Classificam-se neste código as transferências para outro estabelecimento da mesma empresa, de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, que não tenham sido objeto de qualquer processo industrial, remetidas para armazém geral, depósito fechado ou outro, sem que haja retorno ao estabelecimento depositante.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.157;6.157 - Transferência de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio.;Classificam-se neste código as transferências de produtos industrializados ou produzidos pelo próprio estabelecimento, para outro estabelecimento da mesma empresa localizado na Zona Franca de Manaus ou Áreas de Livre Comércio.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.158;6.158 - Transferência de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio.;Classificam-se neste código as transferências de mercadorias adquiridas ou recebidas de terceiros, para outro estabelecimento da mesma empresa localizado na Zona Franca de Manaus ou Áreas de Livre Comércio.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.159;6.159 - Fornecimento de produção do estabelecimento de ato cooperativo;Classificam-se neste código os fornecimentos de produtos industrializados ou produzidos pelo próprio estabelecimento de cooperativa destinados a seus cooperados ou a estabelecimento de outra cooperativa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.160;6.160 - Fornecimento de mercadoria adquirida ou recebida de terceiros de ato cooperativo;Classificam-se neste código os fornecimentos de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento de cooperativa, destinados a seus cooperados ou a estabelecimento de outra cooperativa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.200;6.200 - DEVOLUÇÕES DE COMPRAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇÃO OU ANULAÇÕES DE VALORES; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.201;6.201 - Devolução de compra para industrialização ou produção rural.;"Classificam-se neste código as devoluções de mercadorias adquiridas para serem utilizadas em processo de industrialização ou produção rural, cujas entradas tenham sido classificadas no código ""2.101 - Compra para industrialização ou produção rural”.";;;;;;;;;;;;;;;;;;;;;;;;;;;
6.202;6.202 - Devolução de compra para comercialização, ou qualquer devolução de mercadoria efetuada pelo MEI com exceção das classificadas no código 6.503.;Classificam-se neste código as devoluções de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como “Compra para comercialização”. Também serão classificadas neste código quaisquer devoluções de mercadorias efetuadas pelo MEI com exceção das classificadas no código “6.503 - Devolução de mercadoria recebida com fim específico de exportação”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.205;6.205 - Anulação de valor relativo a aquisição de serviço de comunicação.;Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes das aquisições de serviços de comunicação.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.206;6.206 - Anulação de valor relativo a aquisição de serviço de transporte.;Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes das aquisições de serviços de transporte.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.207;6.207 - Anulação de valor relativo a compra de energia elétrica.;Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes da compra de energia elétrica.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.208;6.208 - Devolução de mercadoria recebida em transferência para industrialização ou produção rural.;Classificam-se neste código as devoluções de mercadorias recebidas em transferência de outros estabelecimentos da mesma empresa, para serem utilizadas em processo de industrialização ou produção rural.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.209;6.209 - Devolução de mercadoria recebida em transferência para comercialização.;Classificam-se neste código as devoluções de mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.210;6.210 - Devolução de compra para utilização na prestação de serviço.;Classificam-se neste código as devoluções de mercadorias adquiridas para utilização na prestação de serviços, cujas entradas tenham sido classificadas nos códigos “2.126 - Compra para utilização na prestação de serviço sujeita ao ICMS” e “2.128 - Compra para utilização na prestação de serviço sujeita ao ISSQN”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.213;6.213 - Devolução de entrada de mercadoria, com previsão de posterior ajuste ou fixação de preço, em ato cooperativo.;Classificam-se neste código as devoluções de entradas que tenham sido classificadas no código “2.131 - Entrada de mercadoria, com previsão de posterior ajuste ou fixação de preço, decorrente de operação de ato cooperativo”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.214;6.214 - Devolução referente à fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para comercialização.;Classificam-se neste código as devoluções referentes à fixação de preço de mercadorias do estabelecimento produtor cuja entrada para comercialização tenha sido classificada no código “2.132 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para comercialização”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.215;6.215 - Devolução referente à fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para industrialização;Classificam-se neste código as devoluções referentes à fixação de preço de mercadorias do estabelecimento produtor cuja entrada para industrialização tenha sido classificada no código “2.135 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para industrialização”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.250;6.250 - VENDAS DE ENERGIA ELÉTRICA; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.251;6.251 - Venda de energia elétrica para distribuição ou comercialização.;Classificam-se neste código as vendas de energia elétrica destinada à distribuição ou comercialização. Também serão classificadas neste código as vendas de energia elétrica destinada a cooperativas para distribuição aos seus cooperados.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.252;6.252 - Venda de energia elétrica para estabelecimento industrial.;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento industrial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento industrial de cooperativa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.253;6.253 - Venda de energia elétrica para estabelecimento comercial.;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento comercial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento comercial de cooperativa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.254;6.254 - Venda de energia elétrica para estabelecimento prestador de serviço de transporte.;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de transporte.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.255;6.255 - Venda de energia elétrica para estabelecimento prestador de serviço de comunicação.;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de comunicação.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.256;6.256 - Venda de energia elétrica para estabelecimento de produtor rural.;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de produtor rural.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.258;6.258 - Venda de energia elétrica a não contribuinte.;Classificam-se neste código as vendas de energia elétrica a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.300;6.300 - PRESTAÇÕES DE SERVIÇOS DE COMUNICAÇÃO; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.301;6.301 - Prestação de serviço de comunicação para execução de serviço da mesma natureza.;Classificam-se neste código as prestações de serviços de comunicação destinados às prestações de serviços da mesma natureza.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.302;6.302 - Prestação de serviço de comunicação a estabelecimento industrial.;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento industrial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento industrial de cooperativa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.303;6.303 - Prestação de serviço de comunicação a estabelecimento comercial.;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento comercial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento comercial de cooperativa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.304;6.304 - Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte.;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento prestador de serviço de transporte.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.305;6.305 - Prestação de serviço de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica.;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.306;6.306 - Prestação de serviço de comunicação a estabelecimento de produtor rural.;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de produtor rural.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.307;6.307 - Prestação de serviço de comunicação a não contribuinte.;Classificam-se neste código as prestações de serviços de comunicação a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.350;6.350 - PRESTAÇÕES DE SERVIÇOS DE TRANSPORTE; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.361;6.361 - Prestação de serviço de transporte iniciada na unidade federada em que estiver localizado o transportador.;Classificam-se neste código as prestações de serviços de transporte que se iniciam na mesma unidade federada em que estiver localizado o transportador.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.362;6.362 - Prestação de serviço de transporte iniciada em unidade federada diversa da que estiver localizado o transportador.;Classificam-se neste código as prestações de serviços de transporte que se iniciam em outra unidade federada, diferente da que estiver localizado o transportador.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.450;6.450 - SISTEMAS DE INTEGRAÇÃO E PARCERIA RURAL;"Classificam-se, neste grupo, as operações e prestações de integração e parceria rural. Constitui parceria rural o contrato agrário com cessão, por tempo determinado ou não, do uso de imóvel rural, para exercer atividade agrícola, pecuária, agro-industrial, extrativa vegetal ou mista; e ou entrega de animais para cria, recria, invernagem, engorda ou extração de matérias primas de origem animal, mediante partilha de riscos e frutos, produtos ou lucros havidos. Constitui integração vertical ou integração a relação contratual entre produtores integrados e integradores que visa a planejar e a realizar a produção e a industrialização ou comercialização de matéria-prima, bens intermediários ou bens de consumo final. .";;;;;;;;;;;;;;;;;;;;;;;;;;;
6.451;6.451 - Remessa de animal - Sistema de Integração e Parceria Rural.;Classificam-se neste código as saídas referentes à remessa de animais para criação, recriação, produção ou engorda em estabelecimento de produtor no sistema integrado e de produção animal, inclusive em sistema de confinamento. Também serão classificados neste código a remessa decorrente de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.452;6.452 - Remessa de insumo - Sistema de Integração e Parceria Rural.;Classificam-se neste código as saídas referentes à remessa de insumos para utilização em estabelecimento de produtor no sistema integrado e de produção animal, para criação, recriação ou engorda, inclusive em sistema de confinamento. Também serão classificados neste código a remessa decorrente de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.453;6.453 - Retorno de animal ou da produção - Sistema de Integração e Parceria Rural.;Classificam-se neste código as saídas referentes ao retorno da produção, bem como dos animais criados, recriados ou engordados pelo produtor no sistema integrado e de produção animal, inclusive em sistema de confinamento. Também serão classificados neste código o retorno decorrente de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.454;6.454 - Retorno simbólico de animal ou da produção - Sistema de Integração e Parceria Rural.;Classificam-se neste código as saídas referentes ao retorno simbólico da produção, bem como dos animais criados ou engordados pelo produtor no sistema integrado e de produção animal, inclusive em sistema de confinamento. .;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.455;6.455 - Retorno de insumos não utilizados na produção - Sistema de Integração e Parceria Rural.;Classificam-se neste código as saídas referentes ao retorno de insumos não utilizados em estabelecimento de produtor no sistema integrado e de produção animal, para criação, recriação ou engorda, inclusive em sistema de confinamento, e nas operações entre cooperativa singular e cooperativa central.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.456;6.456 - Saída referente a remuneração do produtor - Sistema de Integração e Parceria Rural.;Classificam-se neste código a saída da parcela da produção do produtor realizada em sistema de integração e produção animal, quando da entrega ao integrador ou parceiro. Também classificam-se neste código a saída decorrente de “ato cooperativo”, inclusive operação entre cooperativa singular e cooperativa central.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.500;6.500 - REMESSAS PARA FORMAÇÃO DE LOTE E COM FIM ESPECÍFICO DE EXPORTAÇÃO E EVENTUAIS DEVOLUÇÕES; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.501;6.501 - Remessa de produção do estabelecimento, com fim específico de exportação.;Classificam-se neste código as saídas de produtos industrializados ou produzido pelo próprio estabelecimento, remetidos com fim específico de exportação a trading company, empresa comercial exportadora ou outro estabelecimento do remetente.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.502;6.502 - Remessa de mercadoria adquirida ou recebida de terceiros, com fim específico de exportação.;Classificam-se neste código as saídas de mercadorias adquiridas ou recebidas de terceiros, remetidas com fim específico de exportação a trading company, empresa comercial exportadora ou outro estabelecimento do remetente.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.503;6.503 - Devolução de mercadoria recebida com fim específico de exportação.;Classificam-se neste código as devoluções efetuadas por trading company, empresa comercial exportadora ou outro estabelecimento do destinatário, de mercadorias recebidas com fim específico de exportação, cujas entradas tenham sido classificadas no código “2.501 - Entrada de mercadoria recebida com fim específico de exportação”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.504;6.504 - Remessa de mercadorias para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento.;Classificam-se neste código as remessas de mercadorias para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.505;6.505 - Remessa de mercadorias, adquiridas ou recebidas de terceiros, para formação de lote de exportação.;Classificam-se neste código as remessas de mercadorias, adquiridas ou recebidas de terceiros, para formação de lote de exportação.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.550;6.550 - OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO OU CONSUMO; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.551;6.551 - Venda de bem do ativo imobilizado.;Classificam-se neste código as vendas de bens integrantes do ativo imobilizado do estabelecimento.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.552;6.552 - Transferência de bem do ativo imobilizado.;Classificam-se neste código os bens do ativo imobilizado transferidos para outro estabelecimento da mesma empresa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.553;6.553 - Devolução de compra de bem para o ativo imobilizado.;Classificam-se neste código as devoluções de bens adquiridos para integrar o ativo imobilizado do estabelecimento, cuja entrada foi classificada no código “2.551 - Compra de bem para o ativo imobilizado”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.554;6.554 - Remessa de bem do ativo imobilizado para uso fora do estabelecimento.;Classificam-se neste código as remessas de bens do ativo imobilizado para uso fora do estabelecimento.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.555;6.555 - Devolução de bem do ativo imobilizado de terceiro, recebido para uso no estabelecimento.;Classificam-se neste código as saídas em devolução, de bens do ativo imobilizado de terceiros, recebidos para uso no estabelecimento, cuja entrada tenha sido classificada no código “2.555 - Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.556;6.556 - Devolução de compra de material de uso ou consumo.;Classificam-se neste código as devoluções de mercadorias destinadas ao uso ou consumo do estabelecimento, cuja entrada tenha sido classificada no código “2.556 - Compra de material para uso ou consumo”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.557;6.557 - Transferência de material para uso ou consumo.;Classificam-se neste código os materiais de uso ou consumo transferidos para outro estabelecimento da mesma empresa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.600;6.600 - CRÉDITOS E RESSARCIMENTOS DE ICMS; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.603;6.603 - Ressarcimento de ICMS retido por substituição tributária.;Classificam-se neste código os lançamentos destinados ao registro de ressarcimento de ICMS retido por substituição tributária a contribuinte substituído, efetuado pelo contribuinte substituto, nas hipóteses previstas na legislação aplicável.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.650;6.650 - SAÍDAS DE COMBUSTÍVEIS, DERIVADOS OU NÃO DE PETRÓLEO E LUBRIFICAN-TES; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.651;6.651 - Venda de combustíveis ou lubrificantes de produção do estabelecimento destinado à industrialização subsequente.;Classificam-se neste código as vendas de combustíveis ou lubrificantes industrializados no estabelecimento destinados à industrialização do próprio produto, inclusive aquelas decorrentes de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 6.922 - “Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.652;6.652 - Venda de combustíveis ou lubrificantes de produção do estabelecimento destinado à comercialização.;Classificam-se neste código as vendas de combustíveis ou lubrificantes industrializados no estabelecimento destinados à comercialização, inclusive aquelas decorrentes de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 6.922 - “Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.653;6.653 - Venda de combustíveis ou lubrificantes de produção do estabelecimento destinado a consumidor ou usuário final.;Classificam-se neste código as vendas de combustíveis ou lubrificantes industrializados no estabelecimento destinados a consumo em processo de industrialização de outros produtos, à prestação de serviços ou a usuário final, inclusive aquelas decorrentes de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 6.922 - “Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.654;6.654 - Venda de combustíveis ou lubrificantes adquiridos ou recebidos de terceiros destinado à industrialização subsequente.;Classificam-se neste código as vendas de combustíveis ou lubrificantes adquiridos ou recebidos de terceiros destinados à industrialização do próprio produto, inclusive aquelas decorrentes de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 5.922 - “Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.655;6.655 - Venda de combustíveis ou lubrificantes adquiridos ou recebidos de terceiros destinado à comercialização.;Classificam-se neste código as vendas de combustíveis ou lubrificantes adquiridos ou recebidos de terceiros destinados à comercialização, inclusive aquelas decorrentes de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 5.922 - “Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.656;6.656 - Venda de combustíveis ou lubrificantes adquiridos ou recebidos de terceiros destinado a consumidor ou usuário final.;Classificam-se neste código as vendas de combustíveis ou lubrificantes adquiridos ou recebidos de terceiros destinados a consumo em processo de industrialização de outros produtos, à prestação de serviços ou a usuário final, inclusive aquelas decorrentes de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 5.922 - “Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.657;6.657 - Remessa de combustíveis ou lubrificantes adquiridos ou recebidos de terceiros para venda fora do estabelecimento.;Classificam-se neste código as remessas de combustíveis ou lubrificante, adquiridos ou recebidos de terceiros para serem vendidos fora do estabelecimento, inclusive por meio de veículos.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.658;6.658 - Transferência de combustíveis ou lubrificantes de produção do estabelecimento.;Classificam-se neste código as transferências de combustíveis ou lubrificantes, industrializados no estabelecimento, para outro estabelecimento da mesma empresa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.659;6.659 - Transferência de combustíveis ou lubrificantes adquiridos ou recebidos de terceiro.;Classificam-se neste código as transferências de combustíveis ou lubrificantes, adquiridos ou recebidos de terceiros, para outro estabelecimento da mesma empresa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.660;6.660 - Devolução de compra de combustíveis ou lubrificantes adquirido para industrialização subsequente;Classificam-se neste código as devoluções de compras de combustíveis ou lubrificantes adquiridos para industrialização do próprio produto, cujas entradas tenham sido classificadas como “Compra de combustíveis ou lubrificantes para industrialização subsequente”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.661;6.661 - Devolução de compra de combustíveis ou lubrificantes adquirido para comercialização.;Classificam-se neste código as devoluções de compras de combustíveis ou lubrificantes adquiridos para comercialização, cujas entradas tenham sido classificadas como “Compra de combustíveis ou lubrificantes para comercialização”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.662;6.662 - Devolução de compra de combustíveis ou lubrificantes adquirido por consumidor ou usuário final.;Classificam-se neste código as devoluções de compras de combustíveis ou lubrificantes adquiridos para consumo em processo de industrialização de outros produtos, na prestação de serviços ou por usuário final, cujas entradas tenham sido classificadas como “Compra de combustíveis ou lubrificantes por consumidor ou usuário final”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.663;6.663 - Remessa para armazenagem de combustíveis ou lubrificantes.;Classificam-se neste código as remessas para armazenagem de combustíveis ou lubrificantes.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.664;6.664 - Retorno de combustíveis ou lubrificantes recebido para armazenagem.;Classificam-se neste código as remessas em devolução de combustíveis ou lubrificantes, recebidos para armazenagem.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.665;6.665 - Retorno simbólico de combustíveis ou lubrificantes recebido para armazenagem.;Classificam-se neste código os retornos simbólicos de combustíveis ou lubrificantes recebidos para armazenagem, quando as mercadorias armazenadas tenham sido objeto de saída a qualquer título e não devam retornar ao estabelecimento depositante.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.666;6.666 - Remessa por conta e ordem de terceiros de combustíveis ou lubrificantes recebido para armazenagemClassificam-se neste código as saídas por conta e ordem de terceiros, de combustíveis ou lubrificantes, recebidos anteriormente para armazenagem.; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.667;6.667 - Venda de combustíveis ou lubrificantes a consumidor ou usuário final estabelecido em outra unidade da Federação diferente da que ocorrer o consumo;Classificam-se neste código as vendas de combustíveis ou lubrificantes a consumidor ou a usuário final, cujo abastecimento tenha sido efetuado em unidade da Federação diferente do remetente e do destinatário.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.900;6.900 - OUTRAS SAÍDAS DE MERCADORIAS OU PRESTAÇÕES DE SERVIÇOS; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.901;6.901 - Remessa física para industrialização por encomenda.;Classificam-se neste código as remessas físicas de insumos remetidos para industrialização por encomenda, a ser realizada em outra empresa ou em outro estabelecimento da mesma empresa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
